sira,score,tipadi,daire,esasno,esasyil,kararno,karartarihi,kaynak_arama,sinyaller,konu,metin_ozet
371,27.6,Yargıtay,21,18280,2016,2567,2018-03-20,gebe+illiyet,gebe×2 | travma×11 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ:İş Mahkemesi Asıl ve birleşen dava bakımından; Davacılar murisinin, iş kazası sonucu ölümünden doğan maddi ve manevi tazminatın ödetilmesi davasının yapılan yargılaması sonunda; ilamda yazılı nedenlerle, asıl davanın reddine, birleşen davanın kısmen kabulü ile 130.000,00 TL manevi tazminat"
372,27.6,Yargıtay,10,2798,2021,2304,2022-02-22,gebe+illiyet,gebe×2 | travma×14 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"Bölge Adliye Mahkemesi : ... Bölge Adliye Mahkemesi 30. Hukuk Dairesi No : 2020/1548-2020/2674 İlk Derece Mahkemesi : ... Anadolu 1. İş Mahkemesi No : 2015/699-2019/750 Dava, İş kazasından kaynaklanan maddi tazminat istemine ilişkindir. İlk Derece Mahkemesince, hükümde belirtilen gerekçelerle davanı"
373,27.6,Yargıtay,10,2474,2021,1035,2022-01-25,gebe+illiyet,gebe×2 | travma×10 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"Bölge Adliye Mahkemesi : ... Bölge Adliye Mahkemesi 31. Hukuk Dairesi No : 2019/3899-2020/1969 İlk Derece Mahkemesi: ... 1. İş Mahkemesi Dava, İş kazasından kaynaklanan maddi ve manevi tazminat istemine ilişkindir. İlk Derece Mahkemesince, hükümde belirtilen gerekçelerle davanın kabulüne dair verile"
374,27.6,Yargıtay,10,11063,2020,14299,2021-11-16,gebe+illiyet,gebe×2 | travma×16 | illiyet×8 | TCK 87/88 | trafik/iş kaz,TAZMİNAT DAVASI - İŞ KAZASINDAN SİGORTALININ VEFATI - İŞVERENİN İŞ KAZASI OLARAK KABUL EDİLEN OLAYDA ALABİLECEĞİ ÖNLEMLERİN BULUNUP BULUNMADIĞI - GEREKÇELİ RAPOR DÜZENLENMESİNİN TEMİNİ SURETİYLE KARAR,"(2709 S. K. m. 17) (818 S. K. m. 332) (6098 S. K. m. 417) (4857 S. K. m. 77) (6331 S. K. m. 4, 5, 10, 37, Geç. m. 1) (YHGK 09.10.2013 T. 2013/21-102 E. 2013/1456 K.) (YHGK 20.03.2013 T. 2012/21-1121 E. 2013/386 K.) &nbsp; Dava: Dava, iş kazasından sigortalının vefatı nedeniyle hak sahiplerinin maddi"
375,27.6,Danıştay,10,8438,2019,460,2023-02-09,gebe+illiyet,gebe×64 | travma×1 | illiyet×11 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2019/8438 KararNo : 2023/460 TEMYİZ EDEN (DAVACI): … VEKİLİ: Av. … KARŞI TARAF (DAVALI): … Üniversitesi Rektörlüğü / … VEKİLİ: Av. … İSTEMİN_KONUSU: …İdare Mahkemesinin …tarih ve E:…, K:…sayılı kararının temyizen incelenerek bozulması istenilmektedir. YARG"
376,27.6,Yargıtay,10,62,2021,14672,2021-11-23,gebe+illiyet,gebe×2 | travma×12 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"Mahkemesi: ... Bölge Adliye Mahkemesi .... Hukuk Dairesi Dava, iş kazasından kaynaklanan maddi ve manevi tazminat istemine ilişkindir. İlk Derece Mahkemesince, hükümde belirtilen gerekçelerle davanın kısmen kabulüne dair verilen karara karşı davalı ... Dağıtım Anonim Şirketi vekili tarafından istina"
377,27.6,Yargıtay,21,3958,2016,6570,2017-09-19,gebe+illiyet,gebe×2 | travma×11 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ:Asliye Hukuk Mahkemesi Asıl ve Birleşen davaların davacı murisinin iş kazası sonucu ölümünden doğan maddi ve manevi tazminatın ödetilmesine karar verilmesini istemiştir. Mahkeme ilamında belirtildiği şekilde, asıl ve birleşen davanın reddine karar vermiştir. Hükmün, asıl ve birleşen davala"
378,27.6,Danıştay,10,5357,2021,1671,2025-03-18,gebe+illiyet,gebe×28 | travma×1 | illiyet×16 | cenin/düşük,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2021/5357 KararNo : 2025/1671 TEMYİZ EDEN (DAVACILAR): Kendi adlarına asaleten ... adına velayeten ... ve ... VEKİLİ: Av. ... KARŞI TARAF (DAVALI): ... Bakanlığı / ANKARA VEKİLLERİ: Huk. Müş. Av. ... Huk. Müş. Av. ... MÜDAHİLLER (DAVALI YANINDA): 1- ... 2-
379,27.6,Yargıtay,10,1836,2021,1920,2022-02-15,gebe+illiyet,gebe×2 | travma×18 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"Mahkemesi : Kayseri Bölge Adliye Mahkemesi 7. Hukuk Dairesi İlk DereceMahkemesi : Kayseri 2. İş Mahkemesi Dava, iş kazası ölümünden kaynaklanan maddi ve manevi tazminat istemine ilişkindir. İlk Derece Mahkemesince, hükümde belirtilen gerekçelerle davanın kısmen kabulüne dair verilen karara karşı dav"
380,27.6,Yargıtay,21,5614,2019,2377,2020-06-16,gebe+illiyet,gebe×2 | travma×10 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ: ... Bölge Adliye Mahkemesi 8. Hukuk Dairesi TÜRK MİLLETİ ADINA K A R A R A)Davacı İstemi; Davacılar dava dilekçeleri ve ıslahla eş için 112.601,00 TL maddi, 65.000,00 TL manevi, çocuklar için 60.000,00’er TL manevi tazminat ödenmesini talep etmişlerdir. B) Davalı Cevabı; Davalı davanın re"
381,27.6,Yargıtay,10,1035,2021,16737,2021-12-28,gebe+illiyet,gebe×2 | travma×16 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"Bölge Adliye Mahkemesi : ... Bölge Adliye Mahkemesi ...Hukuk Dairesi Dava, iş kazasından sigortalının vefatı nedeniyle hak sahiplerinin maddi ve manevi zararlarının giderilmesi istemine ilişkindir. İlk Derece Mahkemesince, hükümde belirtilen gerekçelerle davanın reddine dair verilen karara karşı, da"
382,27.6,Yargıtay,10,7797,2021,8172,2022-05-31,gebe+illiyet,gebe×2 | travma×16 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"Mahkemesi : ... Bölge Adliye Mahkemesi 7. Hukuk Dairesi İlk Derece Mahkemesi : ... 2. İş Mahkemesi Dava, İş kazası ölümünden kaynaklanan maddi ve manevi tazminat istemine ilişkindir. İlk Derece Mahkemesince, hükümde belirtilen gerekçelerle davanın kısmen kabulüne dair verilen karara karşı taraflar v"
383,27.6,Yargıtay,21,6189,2019,1625,2020-03-10,gebe+illiyet,gebe×2 | travma×11 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ: ...Bölge Adliye Mahkemesi 3. Hukuk Dairesi İLK DERECE MAHKEMESİ: ...1. Asliye Hukuk Mahkemesi TÜRK MİLLETİ ADINA K A R A R A) Davacı İstemi; Davacı dava dilekçesi ile 1.000,00 TL maddi, 50.000,00 TL manevi tazminatın davalıdan tahsilini talep ve dava etmiştir. B) Davalı Cevabı; Davalı tar"
384,27.6,Yargıtay,10,9406,2022,5078,2023-05-09,gebe+illiyet,gebe×2 | travma×26 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ: ... Bölge Adliye Mahkemesi 9. Hukuk Dairesi SAYISI: 2022/209 E., 2022/1131 K. İLK DERECE MAHKEMESİ: Uşak 1. İş Mahkemesi SAYISI: 2021/161 E., 2021/415 K. Taraflar arasındaki iş kazasından maddi ve manevi tazminat davasından dolayı yapılan yargılama sonunda İlk Derece Mahkemesince davanın "
385,27.6,Yargıtay,10,6690,2021,11558,2021-10-05,gebe+illiyet,gebe×2 | travma×12 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"Bölge Adliye Mahkemesi :... Bölge Adliye Mahkemesi 7. Hukuk Dairesi 2-...İnşaat Taahhüt Yapı Malzemeleri Peyzaj Temizlik Hizmeteri Mühendislik Isı Sistemleri Turizm Hayvancılık Sanayi ve Ticaret Limited Şirketi adına Av. ... İlk Derece Mahkemesi :... 4. İş Mahkemesi No : 2016/171-2020/170 Dava, İş k"
386,27.6,Yargıtay,10,7594,2020,6449,2020-11-12,gebe+illiyet,gebe×2 | travma×15 | illiyet×8 | TCK 87/88 | trafik/iş kaz,TAZMİNAT DAVASI - SİGORTALININ KENDİ BÜNYESİNDEN KAYNAKLANAN NEDENLERİN ZARARLI SONUCUN MEYDANA GELİŞİNDE NE KADAR ETKİLİ OLDUĞUNU DA KAPSAR ŞEKİLDE TESPİT EDEN KUSUR RAPORU ALDIKTAN SONRA OLUŞACAK SO,"(2709 S. K. m. 17) (6098 S. K. m. 417) &nbsp; A) Davacı İstemi; &nbsp; Davacı vekili dava ve ıslah dilekçesi ile toplamda eş için 95.621,21 TL maddi tazminatın davalıdan tahsilini talep ve dava etmiştir. &nbsp; B) Davalı Cevabı; &nbsp; Davalı taraf davanın reddi gerektiğini savunmuştur. &nbsp; C) İl"
387,27.6,Yargıtay,21,4415,2017,168,2019-01-15,gebe+illiyet,gebe×2 | travma×10 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ:İş Mahkemesi TÜRK MİLLETİ ADINA Davacı, iş kazası sonucu maluliyetinden doğan maddi ve manevi tazminatın ödetilmesine karar verilmesini istemiştir.Mahkeme ilamında belirtildiği şekilde, isteğin kısmen kabulüne karar vermiştir.Hükmün, davalı vekili tarafından temyiz edilmesi üzerine temyiz "
388,27.6,Yargıtay,21,21787,2015,15695,2016-12-28,gebe+illiyet,gebe×2 | travma×13 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ:İş Mahkemesi Davacılar, murisinin iş kazası sonucu ölümünden doğan maddi ve manevi tazminatın ödetilmesine karar verilmesini istemiştir. Mahkeme ilamında belirtildiği şekilde, isteğin reddine karar vermiştir. Hükmün, davacılar vekili tarafından duruşmalı olarak temyiz edilmesi üzerine temy"
389,27.6,Yargıtay,10,4229,2023,5445,2023-05-16,gebe+illiyet,gebe×2 | travma×35 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ: ... Bölge Adliye Mahkemesi 11. Hukuk Dairesi SAYISI: 2022/2325 E., 2023/56 K. KARAR: Esastan Ret İLK DERECE MAHKEMESİ: ... 2. İş Mahkemesi SAYISI: 2016/653 E., 2022/33 K. Taraflar arasındaki iş kazasına dayalı manevi tazminat davasından dolayı yapılan yargılama sonunda İlk Derece Mahkemes"
390,27.6,Yargıtay,21,6078,2018,5233,2019-09-17,gebe+illiyet,gebe×2 | travma×26 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ:İş Mahkemesi TÜRK MİLLETİ ADINA Davacılar, murisinin iş kazası sonucu ölümünden doğan maddi ve manevi tazminatın ödetilmesine karar verilmesini istemiştir. Mahkeme bozmaya uyarak ilamında belirtildiği şekilde, isteğin reddine karar vermiştir. Hükmün davacılar vekili tarafından temyiz edilm"
391,27.6,Yargıtay,10,6964,2020,7222,2020-12-15,gebe+illiyet,gebe×2 | travma×17 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"Bölge Adliye Mahkemesi : İstanbul Bölge Adliye Mahkemesi 41. Hukuk Dairesi İlk Derece Mahkemesi : İstanbul 7. İş Mahkemesi Dava, iş kazasından vefat eden sigortalının hak sahibi eş ve çocuklarının maddi ve manevi zararlarının giderilmesi istemine ilişkindir. İlk Derece Mahkemesince, hükümde belirtil"
392,27.6,Yargıtay,10,7117,2020,6449,2021-05-18,gebe+illiyet,gebe×2 | travma×12 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"Bölge Adliye Mahkemesi : ... Bölge Adliye Mahkemesi.... Hukuk Dairesi Dava, iş kazası ölümünden kaynaklanan maddi tazminat istemine ilişkindir. İlk Derece Mahkemesince, hükümde belirtilen gerekçelerle davanın reddine dair verilen karara karşı davacılar vekili tarafından istinaf yoluna başvurulması ü"
393,27.6,Yargıtay,21,13871,2016,6561,2017-09-19,gebe+illiyet,gebe×2 | travma×11 | illiyet×8 | TCK 87/88 | trafik/iş kaz,TAZMİNAT DAVASI - İŞ KAZASI SONUCU MALULİYET - İŞ KAZASININ TARİHİNE GÖRE HANGİ KANUNUN UYGULANACAĞININ AÇIK OLARAK BELİRLENMESİ LÜZUMU - UZMAN BİLİRKİŞİ KURULUNDAN USULÜNCE KUSUR ORANLARININ DEĞERLEN,"(2709 S. K. m. 17, 153) (5510 S. K. m. 83) (6098 S. K. m. 417) (818 S. K. m. 332) (4857 S. K. m. 2, 63, 69, 77, 78, 79, 80, 81, 83, 84, 85, 86, 87, 88, 89, 95, 98, 105, Geç. m. 1, 2) (6331 S. K. m. 4, 5, 9, 10, 19, 37, 38) (İş Sağlığı ve Güvenliğine ilişkin İşyeri Tehlike Sınıfları Tebliği m. 1) (YH"
394,27.6,Anayasa,2,9123,2016,,2021-05-18,gebe+travma,gebe×8 | travma×15 | illiyet×8 | TCK 87/88,ANAYASA MAHKEMESİNİN 18/5/2021 TARİHLİ VE 2016/9123 SAYILI KARARI (BİREYSEL BAŞVURU),"(AİHS m. 1, 6) (2709 S. K. m. 17) (6216 S. K. m. 50) (ANY. MAH. 18.09.2013 T. 2012/969 E.) (ANY. MAH. 07.06.2018 T. 2014/8875 E.) (ANY. MAH. 07.11.2019 T. 2016/12506 E.) (ANY. MAH. 09.01.2018 T. 2014/19797 E.) (ANY. MAH. 11.05.2016 T. 2013/3262 E.) (ANY. MAH. 07.05.2018 T. 2014/19112 E.) (ANY. MAH. "
395,27.6,Yargıtay,10,7078,2021,12440,2021-10-19,gebe+illiyet,gebe×2 | travma×13 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"Mahkemesi: ... Bölge Adliye Mahkemesi ... Hukuk Dairesi Dava, iş kazası ölümünden kaynaklanan maddi ve manevi tazminat istemlerine ilişkindir. İlk Derece Mahkemesince, hükümde belirtilen gerekçelerle davanın kısmen kabulüne dair verilen karara karşı davacılar ve davalı .... vekilleri tarafından isti"
396,27.6,Yargıtay,10,9343,2020,13277,2021-11-02,gebe+illiyet,gebe×2 | travma×13 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"Bölge Adliye Mahkemesi : ... Bölge Adliye Mahkemesi ...Hukuk Dairesi Dava, İş kazasından kaynaklanan maddi ve manevi tazminat istemine ilişkindir. İlk Derece Mahkemesince, hükümde belirtilen gerekçelerle davanın kısmen kabulüne dair verilen karara karşı davalı vekili tarafından istinaf yoluna başvur"
397,27.6,Yargıtay,21,4174,2016,5185,2016-03-24,gebe+illiyet,gebe×2 | travma×12 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"Davacı, iş kazası sonucu maluliyetinden doğan maddi ve manevi tazminatın ödetilmesine karar verilmesini istemiştir. Mahkeme ilamında belirtildiği şekilde, isteğin kısmen kabulüne karar vermiştir. Hükmün taraf vekillerince temyiz edilmesi üzerine temyiz isteğinin süresinde olduğu anlaşıldıktan ve Tet"
398,27.6,Yargıtay,10,5498,2021,11054,2021-09-28,gebe+illiyet,gebe×2 | travma×12 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"Mahkemesi: ... Bölge Adliye Mahkemesi ...Hukuk Dairesi Dava, İş kazasından kaynaklanan maddi ve manevi tazminat istemine ilişkindir. İlk Derece Mahkemesince, hükümde belirtilen gerekçelerle davanın kısmen kabulüne dair verilen karara karşı davalı vekili tarafından istinaf yoluna başvurulması üzerine"
399,27.6,Yargıtay,21,13300,2016,1342,2018-02-19,gebe+illiyet,gebe×2 | travma×30 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ:İş Mahkemesi Davacı, iş kazası sonucu maluliyetinden doğan maddi ve manevi tazminatın ödetilmesine karar verilmesini istemiştir. Mahkeme ilamında belirtildiği şekilde, isteğin reddine karar vermiştir. Hükmün davacı vekili tarafından temyiz edilmesi üzerine temyiz isteğinin süresinde olduğu"
400,27.6,Yargıtay,10,11412,2020,2333,2022-02-22,gebe+illiyet,gebe×2 | travma×20 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"Bölge Adliye Mahkemesi : ... Bölge Adliye Mahkemesi 3. Hukuk Dairesi No : 2019/918-2020/1115 İlk Derece Mahkemesi : ... 8. İş Mahkemesi No : 2015/593-2018/559 Dava, iş kazası sonucu sigortalının vefatı nedeniyle hak sahiplerinin maddi ve manevi tazminat davasının yapılan yargılaması sonunda; ilk der"
401,27.6,Yargıtay,10,4049,2021,11059,2021-09-28,gebe+illiyet,gebe×2 | travma×15 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"Bölge Adliye Mahkemesi : Kayseri Bölge Adliye Mahkemesi 7. Hukuk Dairesi No : 2020/1728-2021/241 İlk Derece Mahkemesi : Kayseri 4. İş Mahkemesi No : 2017/280-2019/1103 Dava, İş kazası ölümünden kaynaklanan maddi ve manevi tazminat istemine ilişkindir. İlk Derece Mahkemesince, hükümde belirtilen gere"
402,27.6,Yargıtay,21,5945,2018,7010,2019-11-19,gebe+illiyet,gebe×2 | travma×14 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ:İş Mahkemesi Davacılar murisinin, iş kazası sonucu ölümünden doğan manevi tazminatın ödetilmesi davasının yapılan yargılaması sonunda; bozmaya uyarak ilamda yazılı nedenlerle, davanın reddine ilişkin hükmün süresi içinde temyizen incelenmesi davacılar vekilince istenilmesi ve de duruşma ta"
403,27.6,Yargıtay,3,2076,2023,3740,2023-12-14,gebe+illiyet,gebe×21 | travma×7 | illiyet×7 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ: ... Bölge Adliye Mahkemesi 21. Hukuk Dairesi Taraflar arasındaki tazminat davasından dolayı yapılan yargılama sonunda İlk Derece Mahkemesince davanın reddine karar verilmiştir. Kararın davacılar vekili tarafından istinaf edilmesi üzerine, Bölge Adliye Mahkemesince davacılar vekilinin isti"
404,27.6,Yargıtay,10,1412,2021,9919,2022-06-28,gebe+illiyet,gebe×2 | travma×12 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"Mahkemesi: ... Bölge Adliye Mahkemesi 3. Hukuk Dairesi İlk Derece Mahkemesi : Akhisar 1. Asliye Hukuk (İş) Mahkemesi Dava, İş kazası ölümünden kaynaklanan maddi ve manevi tazminat istemine ilişkindir. İlk Derece Mahkemesince, hükümde belirtilen gerekçelerle davanın kısmen kabulüne dair verilen karar"
405,27.6,Yargıtay,21,18251,2016,2422,2018-03-19,gebe+illiyet,gebe×2 | travma×13 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ:Asliye Hukuk (İş) Mahkemesi Davacı, iş kazası sonucu maluliyetinden doğan maddi ve manevi tazminatın ödetilmesine karar verilmesini istemiştir. Mahkeme ilamında belirtildiği şekilde, isteğin reddine karar vermiştir. Hükmün, davacı vekili tarafından temyiz edilmesi üzerine temyiz isteğinin "
406,27.6,Yargıtay,10,10045,2021,12441,2021-10-19,gebe+illiyet,gebe×2 | travma×13 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"Mahkemesi: ... Bölge Adliye Mahkemesi 25. Hukuk Dairesi No: 2020/115-2021/911 İlk Derece Mahkemesi: ... 30. İş Mahkemesi Dava, iş kazasından kaynaklanan maddi ve manevi tazminat istemine ilişkindir. İlk Derece Mahkemesince, hükümde belirtilen gerekçelerle davanın kısmen kabulüne dair verilen karara "
407,27.6,Yargıtay,21,9150,2016,1203,2017-02-21,gebe+illiyet,gebe×2 | travma×14 | illiyet×8 | TCK 87/88 | trafik/iş kaz,MANEVİ TAZMİNAT DAVASI - ARALARINDA TRAFİK İŞ GÜVENLİĞİ UZMANI DA BULUNAN BİLİRKİŞİ HEYETİNE İNCELEME YAPTIRILMASI - FARKLI KUSUR DEĞERLENDİRMELERİ ARASINDAKİ ÇELİŞKİLERİ GİDERECEK ŞEKİLDE TARAFLARIN ,"(2709 S. K. m. 17, 153) (818 S. K. m. 332) (6098 S. K. m. 417) (4857 S. K. m. 77) (6331 S. K. m. 4, 5, 10, 19, 37, 98) (YHGK. 20.03.2013 T. 2012/21-1121 E. 2013/386 K.) Dava ve Karar: Davacılar murisinin, iş kazası sonucu ölümünden doğan manevi tazminatın ödetilmesi davasının yapılan yargılaması son"
408,27.6,Yargıtay,21,12322,2016,1190,2018-02-13,gebe+illiyet,gebe×2 | travma×11 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ:İş Mahkemesi Davacı, iş kazası sonucu maluliyetinden doğan maddi ve manevi tazminatın ödetilmesine karar verilmesini istemiştir. Mahkeme ilamında belirtildiği şekilde, isteğin kısmen kabulüne karar vermiştir. Hükmün taraf vekillerince temyiz edilmesi üzerine temyiz isteğinin süresinde oldu"
409,27.6,Yargıtay,10,5721,2021,10871,2022-09-20,gebe+illiyet,gebe×2 | travma×30 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"Mahkemesi : ... Anadolu 16. İş Mahkemesi Dava, İş kazasından kaynaklanan maddi ve manevi tazminat istemine ilişkindir. İlk Derece Mahkemesince, hükümde belirtilen gerekçelerle davanın kısmen kabulüne dair verilen karara karşı taraflar vekilleri tarafından istinaf yoluna başvurulması üzerine, ... Böl"
410,27.6,Yargıtay,10,7157,2020,7349,2021-06-01,gebe+illiyet,gebe×2 | travma×13 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"Mahkemesi: İstanbul 14. İş Mahkemesi Dava, İş kazasından kaynaklanan maddi ve manevi tazminat istemine ilişkindir. İlk Derece Mahkemesince, hükümde belirtilen gerekçelerle davanın kabulüne dair verilen karara karşı davalı ... Enerji Elek. Üret. San. ve Tic. A.Ş.vekili tarafından istinaf yoluna başvu"
411,27.6,Yargıtay,21,6705,2015,5732,2016-03-31,gebe+illiyet,gebe×2 | travma×12 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ:İş Mahkemesi Davacı, murisinin iş kazası sonucu ölümünden doğan maddi ve manevi tazminatın ödetilmesine karar verilmesini istemiştir. Mahkeme ilamında belirtildiği şekilde, isteğin kısmen kabulüne karar vermiştir. Hükmün davalılardan ..., .... Ve ..A.Ş. ve ... vekillerince temyiz edilmesi "
412,27.6,Yargıtay,10,7584,2020,6255,2020-11-03,gebe+illiyet,gebe×2 | travma×12 | illiyet×8 | TCK 87/88 | trafik/iş kaz,TAZMİNAT DAVASI - OLAYDA MEVCUT İSE KUSURUN AİDİYETİ VE ORANININ HİÇBİR KUŞKU VE DURAKSAMAYA YER VERMEYECEK BİÇİMDE BELİRLENECEĞİ BİR RAPOR ALINIP İRDELENEREK SONUCUNA GÖRE KARAR VERİLMESİ GEREĞİ - HÜ,"(2709 S. K. m. 17) (2918 S. K. m. 84) (6100 S. K. m. 353) (818 S. K. m. 332) (6098 S. K. m. 417) (4857 S. K. m. 2, 77) (6331 S. K. m. 4, 5, 37) (YHGK 20.03.2013 T. 2012/21-1121 E. 2013/386 K.) &nbsp; A) Davacı İstemi; &nbsp; Davacı dava dilekçesi ile 1.000,00 TL maddi, 20.000,00 TL manevi tazminatın"
413,27.6,Yargıtay,21,123,2019,4328,2019-06-13,gebe+illiyet,gebe×2 | travma×22 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ: ... Bölge Adliye Mahkemesi 7. Hukuk Dairesi Davacılar vekili dava dilekçesinde özet olarak; davalılardan ... A.Ş.'nin asıl işveren, diğer davalının alt işveren olduğu ... yolu 15. km'de inşa edilen ... isimli şantiyede müvekkillerinden ...'ün eşi, ... ve ...'nın babaları ...'ün kalıp usta"
414,27.6,Yargıtay,21,16485,2015,10406,2016-06-21,gebe+illiyet,gebe×2 | travma×11 | illiyet×8 | TCK 87/88 | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ:İş Mahkemesi Davacı, iş kazası sonucu maluliyetinden doğan maddi ve manevi tazminatın ödetilmesine karar verilmesini istemiştir. Mahkeme ilamında belirtildiği şekilde, isteğin kısmen kabulüne karar vermiştir. Hükmün davalılardan ... ve Serbest İş Doğrama Turizm İnşaat Taahhüt Ticaret AŞ ve"
